key,context_level,chain_id_scafold,chain_id_binder,num_subunits,binder_type,size,recovery_rate,sequence_similarity,maximum_recovery_rate,average_multiplicity,average_maximum_confidence,average_maximum_score
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/4MEH.pdb,2,2,9,1,ion,4,0.5,0.5,0.75,1.25,0.9432051181793213,0.8718503252601656
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/4MEH.pdb,1,2,9,1,ion,4,0.5,0.5,0.75,1.25,0.9437615275382996,0.8720802831650687
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/4MEH.pdb,0,2,9,1,ion,4,0.75,0.5,0.75,1.25,0.8912329077720642,0.7328161494131523
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/4MEH.pdb,2,2,10,1,ion,3,0.6666666865348816,0.6666666666666666,0.6666666865348816,1.3333333730697632,0.9492046236991882,0.8916573580692616
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/4MEH.pdb,1,2,10,1,ion,3,0.6666666865348816,0.6666666666666666,0.6666666865348816,1.3333333730697632,0.9529666900634766,0.9003134614386411
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/4MEH.pdb,0,2,10,1,ion,3,0.0,0.0,0.0,2.0,0.7922077775001526,0.5875655827194598
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/4MEH.pdb,2,2,3,1,ion,5,0.20000000298023224,0.2,0.20000000298023224,1.0,0.9718309640884399,0.9066563952472044
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/4MEH.pdb,1,2,3,1,ion,5,0.20000000298023224,0.2,0.20000000298023224,1.0,0.9770270586013794,0.9218431772140324
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/4MEH.pdb,0,2,3,1,ion,5,0.800000011920929,0.4,0.800000011920929,1.600000023841858,0.8783395886421204,0.7074397046051712
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/4MEH.pdb,2,2,4,1,ion,4,0.25,0.25,0.25,1.0,0.9282321333885193,0.8398656741038919
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/4MEH.pdb,1,2,4,1,ion,4,0.25,0.25,0.25,1.0,0.9366422891616821,0.8546229935804877
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/4MEH.pdb,0,2,4,1,ion,4,0.75,0.5,0.75,1.0,0.9491091370582581,0.8676199752481898
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/4MEH.pdb,2,2,1,1,ion,1,0.0,0.0,0.0,1.0,0.9996298551559448,0.9975533226353683
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/4MEH.pdb,1,2,1,1,ion,1,0.0,0.0,0.0,1.0,0.9996435642242432,0.9975533226353683
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/4MEH.pdb,0,2,1,1,ion,1,1.0,1.0,1.0,2.0,0.8368629813194275,0.7237647996727893
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/4MEH.pdb,2,2,5,1,ion,3,0.3333333432674408,0.3333333333333333,0.3333333432674408,1.3333333730697632,0.9523355960845947,0.8984695947635316
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/4MEH.pdb,1,2,5,1,ion,3,0.3333333432674408,0.3333333333333333,0.3333333432674408,1.3333333730697632,0.9540698528289795,0.9079271377558111
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/4MEH.pdb,0,2,5,1,ion,3,0.6666666865348816,0.3333333333333333,0.6666666865348816,1.0,0.9828467965126038,0.9552940528972518
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/4MEH.pdb,2,2,6,1,ion,3,0.3333333432674408,0.3333333333333333,0.3333333432674408,1.0,0.9418444633483887,0.8831388162337993
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/4MEH.pdb,1,2,6,1,ion,3,0.3333333432674408,0.3333333333333333,0.3333333432674408,1.0,0.9592387080192566,0.9174303100867078
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/4MEH.pdb,0,2,6,1,ion,3,0.6666666865348816,0.6666666666666666,0.6666666865348816,1.0,0.9601292610168457,0.8986238191387151
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/4MEH.pdb,2,2,7,1,ion,5,0.6000000238418579,0.4,0.6000000238418579,1.2000000476837158,0.9687210321426392,0.9270089812377211
