key,context_level,chain_id_scafold,chain_id_binder,num_subunits,binder_type,size,recovery_rate,sequence_similarity,maximum_recovery_rate,average_multiplicity,average_maximum_confidence,average_maximum_score
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/7TZS.pdb,2,0,5,2,ion,3,0.6666666865348816,0.3333333333333333,0.6666666865348816,1.0,0.973615825176239,0.8999496248961819
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/7TZS.pdb,1,0,5,2,ion,3,0.6666666865348816,0.3333333333333333,0.6666666865348816,1.0,0.9784725308418274,0.9148837844094272
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/7TZS.pdb,0,0,5,2,ion,3,1.0,0.6666666666666666,1.0,1.3333333730697632,0.9346717000007629,0.8884261063006939
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/7TZS.pdb,2,0,8,2,ion,4,0.5,0.5,0.5,1.0,0.980774998664856,0.9254053396809752
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/7TZS.pdb,1,0,8,2,ion,4,0.5,0.5,0.5,1.0,0.9841620326042175,0.9356516495388677
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/7TZS.pdb,0,0,8,2,ion,4,1.0,1.0,1.0,1.5,0.9002013206481934,0.8080354893534595
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/7TZS.pdb,2,0,10,2,ion,6,0.6666666865348816,0.6666666666666666,0.6666666865348816,1.0,0.998094379901886,0.9959110904967307
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/7TZS.pdb,1,0,10,2,ion,6,0.6666666865348816,0.6666666666666666,0.6666666865348816,1.0,0.9981289505958557,0.9960210775589786
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/7TZS.pdb,0,0,10,2,ion,6,0.5,0.5,0.5,1.1666666269302368,0.9661614894866943,0.9130133942531656
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/7TZS.pdb,2,0,11,2,ion,4,1.0,0.75,1.0,1.5,0.9145209193229675,0.7720150311270599
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/7TZS.pdb,1,0,11,2,ion,4,1.0,0.75,1.0,1.5,0.9158883690834045,0.769001753506741
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/7TZS.pdb,0,0,11,2,ion,4,0.75,0.5,0.75,1.0,0.9742760062217712,0.9312314580366212
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/7TZS.pdb,2,0,4,2,ion,4,0.5,0.5,0.5,1.25,0.9369024634361267,0.8611431418389138
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/7TZS.pdb,1,0,4,2,ion,4,0.5,0.5,0.5,1.25,0.9360318779945374,0.8609935096950609
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/7TZS.pdb,0,0,4,2,ion,4,0.5,0.5,0.5,1.0,0.9878978729248047,0.9775927645029686
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/7TZS.pdb,2,0,6,2,ligand,8,0.625,0.375,0.625,1.125,0.9692257046699524,0.8857666959826682
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/7TZS.pdb,1,0,6,2,ligand,8,0.625,0.375,0.625,1.125,0.9686200618743896,0.8879394056277091
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/7TZS.pdb,0,0,6,2,ligand,8,1.0,0.75,1.0,1.375,0.9015264511108398,0.8139551696302808
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/7TZS.pdb,2,0,3,2,ion,7,0.7142857313156128,0.7142857142857143,0.7142857313156128,1.0,0.9866422414779663,0.9567450996903571
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/7TZS.pdb,1,0,3,2,ion,7,0.7142857313156128,0.7142857142857143,0.7142857313156128,1.0,0.9868548512458801,0.9580936502061029
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/7TZS.pdb,0,0,3,2,ion,7,1.0,1.0,1.0,1.1428571939468384,0.9521492719650269,0.92280351642511
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/7TZS.pdb,2,0,9,2,ion,3,0.6666666865348816,0.6666666666666666,0.6666666865348816,1.0,0.9986217021942139,0.9974319728908699
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/7TZS.pdb,1,0,9,2,ion,3,0.6666666865348816,0.6666666666666666,0.6666666865348816,1.0,0.9984527230262756,0.9970678915063175
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/7TZS.pdb,0,0,9,2,ion,3,1.0,1.0,1.0,1.3333333730697632,0.9211316108703613,0.8350589828987434
