key,context_level,chain_id_scafold,chain_id_binder,num_subunits,binder_type,size,recovery_rate,sequence_similarity,maximum_recovery_rate,average_multiplicity,average_maximum_confidence,average_maximum_score
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/7TZR.pdb,2,7,8,2,ligand,1,1.0,1.0,1.0,1.0,0.9999974966049194,0.9983884466300401
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/7TZR.pdb,1,7,8,2,ligand,1,1.0,1.0,1.0,1.0,0.9999979734420776,0.9983884466300401
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/7TZR.pdb,0,7,8,2,ligand,1,0.0,0.0,0.0,1.0,0.9856578707695007,0.942284633898681
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/7TZR.pdb,2,7,0,2,rna,3,0.6666666865348816,0.6666666666666666,0.6666666865348816,1.0,0.9775117039680481,0.9547211912330811
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/7TZR.pdb,1,7,0,2,rna,3,0.6666666865348816,0.6666666666666666,0.6666666865348816,1.3333333730697632,0.9260106086730957,0.8594554429571936
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/7TZR.pdb,0,7,0,2,rna,3,0.0,0.0,0.0,1.0,0.9842557907104492,0.9445327073730011
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/7TZR.pdb,2,0,4,2,ion,6,0.3333333432674408,0.3333333333333333,0.3333333432674408,1.1666666269302368,0.9248031973838806,0.8318128968120949
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/7TZR.pdb,1,0,4,2,ion,6,0.3333333432674408,0.3333333333333333,0.3333333432674408,1.1666666269302368,0.927191972732544,0.8345969081322421
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/7TZR.pdb,0,0,4,2,ion,6,0.3333333432674408,0.3333333333333333,0.3333333432674408,1.1666666269302368,0.9108001589775085,0.8014746062164081
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/7TZR.pdb,2,0,7,2,rna,3,0.6666666865348816,0.6666666666666666,0.6666666865348816,1.0,0.9976455569267273,0.9965242095853294
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/7TZR.pdb,1,0,7,2,rna,3,0.6666666865348816,0.6666666666666666,0.6666666865348816,1.3333333730697632,0.9168458580970764,0.8633228831708278
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/7TZR.pdb,0,0,7,2,rna,3,0.0,0.0,0.0,1.0,0.9752820134162903,0.9298214314333307
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/7TZR.pdb,2,0,5,2,ion,6,0.5,0.5,0.5,1.0,0.9825196266174316,0.9518815872043507
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/7TZR.pdb,1,0,5,2,ion,6,0.5,0.5,0.5,1.0,0.9815278053283691,0.9500977749566991
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/7TZR.pdb,0,0,5,2,ion,6,0.1666666716337204,0.16666666666666666,0.3333333432674408,1.3333333730697632,0.9012189507484436,0.7764154010933573
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/7TZR.pdb,2,0,6,2,ion,2,0.5,0.0,0.5,1.0,0.934288740158081,0.7356947154489966
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/7TZR.pdb,1,0,6,2,ion,2,0.5,0.0,0.5,1.0,0.9366810917854309,0.7414735340706673
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/7TZR.pdb,0,0,6,2,ion,2,1.0,0.5,1.0,1.0,0.9840807318687439,0.9633686177528966
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/7TZR.pdb,2,0,1,2,ligand,2,1.0,0.5,1.0,1.0,0.9807823300361633,0.958959774790404
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/7TZR.pdb,1,0,1,2,ligand,2,1.0,0.5,1.0,1.0,0.9849334955215454,0.9653169901523431
/scratch/bibekar/carbonara-rna/model/data/all_bioassemblies/pdbs/7TZR.pdb,0,0,1,2,ligand,2,0.0,0.0,0.5,1.5,0.9127034544944763,0.8241252032264127
